Status,Language,,Dictionaries,Sentence Translation,R-T-L,Parse as:,Character Substitutions,Split Sentences at,Split sentence exceptions,Word Characters,Sample Text (source),Extra Dictionaries,Alternate Names,Font,Scripts,ISO Code
Initial,Dzongkha,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u0F40-\u0FDA,Wikipedia article 1 | Wikipedia article 2,,,,Tibt,dz
Initial,Erzya,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u0400-\u04FF,Wikipedia article,,Mordvin,,Cyrl,myv
Initial,Ewe,,"Wiktionary [TRM] [ENG] [E]
Glosbe [TRM] [ENG] [P]",Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ'\u0303,UDHR,,,,Latn,ee
Initial,Faroese,*,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [FAO] [E]
Glosbe [TRM] [ENG] [P]
Sprotin [TRM] [ENG] [E]
Sprotin [TRM] [FAO] [E]
Føroysk-ensk orðabók (archive.org) [TRM]",Glosbe,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article | News article,,Faeroese,,Latn,fo
Initial,Fon,,"Wiktionary [TRM] [ENG] [E]
Glosbe [TRM] [ENG] [P]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,,,Latn,fon
Initial,Franco-Provençal,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR,,"Arpetan, Arpitan",,Latn,frp
Initial,Friulian,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,,,Latn,fur
Initial,Fula,*,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?𞥟𞥞,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ'\U0001E900-\U0001E94B\u0620-\u065F\u066E-\u06D3\u0750-\u077F\u06FA-\u0FFF\uFE70-\uFEFF\u06DC,UDHR | Wikipedia article,,"Fulani, Adamawa Fulfulde, Bagirmi Fulfulde, Borgu Fulfulde, Central-Eastern Niger Fulfulde, Fulfulde, Maasina Fulfulde, Nigerian Fulfulde, Pular, Pulaar, Western Niger Fulfulde",,"Latn, Adlm",ff
Initial,Gagauz,*,Wiktionary [TRM] [ENG] [E],-,FALSE,Turkish,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-Zа-яА-ЯЁёӒӓӁӂӦӧӰӱÄäÇçÊêİıÖöŞşŢţÜüĞğÂĂÎƵâăîƶ,UDHR | Wikipedia article,,,,"Latn, Cyrl",gag
Initial,Greenlandic,*,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-Zæøå,UDHR,"https://ordbog.gl/2018-kal-eng/
https://www.freelang.net/online/greenlandic.php",Kalaallisut,,Latn,kl
Initial,Guaraní,,Wiktionary [TRM] [ENG] [E],Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúẽñȲÁÉÍÓÚẼÑ',UDHR | Sample 1 | Sample 2,,Guarani,,Latn,gn
Initial,Gujarati,*,"Gujarati Lexicon [TYPE]
Shabdkosh [TYPE]
Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [GUJ] [E]",Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u0A80-\u0AFF,Wikipedia article | News article,,,,"Arab, Gujr",gu
Initial,Gunwinggu,,"Wiktionary [TRM] [ENG] [E]
Njamed [TRM] [ENG] []",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',,,"Bininj Gunwok, Bininj Gun-Wok, Bininj Kunwok, Bininj Kun-Wok, Kunwinjkuan, Kunwinjku, Gunwinjgu, Kuninjku, Kundjeyhmi, Gundjeihmi, Manyallaluk Mayali, Mayali, Kundedjnjenghmi, Kune Dulerayek, Kune Narayek, Kune",,Latn,gup
Initial,Gurindji,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',Bible,https://gurindjidictionary.org.au/,,,Latn,gue
Initial,Haida,,"First Voices (Northern) [TRM] [ENG] [E]
First Voices (Southern) [TRM] [ENG] [E]
Wiktionary [TRM] [ENG] [E]
Wiktionary (Northern) [TRM] [ENG] [E]
Wiktionary (Southern) [TRM] [ENG] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑḵx̱'’,Sample 1 | Sample 2 | Sample 3,,,,Latn,hai
Initial,Haisla,,First Voices [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑḡʼ'l̕x̄k̓°˚ʷ,Sample 1 | Sample 2 | Sample 3,,,,,has
Initial,Haitian Creole,*,"Wiktionary [TRM] [ENG] [E]
Creole101 [TRM] [ENG] [E]
Webonary [TRM] [ENG] [E]
Freelang [TRM]",Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳ,UDHR,,"Creole, Haitian, Kreyòl",,Latn,ht
Initial,Hausa,*,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [HAU] [E]",Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥|'=ʼ,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÁáÀàÂâÉéÈèÊêÍíÌìÎîÓóÒòÔôÚúÙùÛûƁɓƊɗƘƙƳƴ'ʼďĶķ',UDHR | Wikipedia article,,,,"Latn, Arab",ha
Initial,Hawaiian,*,"Wiktionary [TRM] [ENG] [E]
Wehewehe Wikiwiki [TRM] [ENG] [E]
Glosbe [TRM] [ENG] [E]",Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ'ʻ,UDHR | Wikipedia article,,,,Latn,haw
Initial,Heiltsuk,,"First Voices [TRM] [ENG] [E]
Mother Tongues [TRM] [ENG] [E]
Wiktionary [TRM] [ENG] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑḷṇṃW̓ɫ'ħʔáíx̌,Song 1 | Song 2 | Song 3 | Story 1 | Story 2 | Story 3,,,,,hei
Initial,Hiligaynon,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR,,,,Latn,hil
Initial,Igbo,*,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [IBO] [E]
Nkọwa okwu [TRM]",Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥|à=a|è=e|é=e|Ì=I|Í=I|ì=i|ọ́=ọ|ọ̀=ọ|ò=o|ụ̀=ụ|ù=u|,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZỊịṄṅỌọỤụ',UDHR | Wikipedia article 1 | Wikipedia article 2,,,,Latn,ig
Initial,Ilocano,*,Wiktionary [TRM] [ENG] [E],Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,"Ilokano, Iloko",,"Latn, Tglg",ilo
Initial,Ingrian,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',Sample,,Izhorian,,Latn,izh
Initial,Inuktitut,*,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u1400-\u166D\u116F-\u167Fa-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑɫⱢ',News article 1 | News article 2 | Sample 1 (S. Qikiqtaaluk) | Sample 2 (Nunatsiavut),,"Aivilimmiut, Eastern Canadian Inuktitut, Eastern Canadian Inuit, Inuinnaq, Inuinnaqtun, Inuvialuktun, Inuvialuk, Western Canadian Inuktitut, Western Canadian Inuit, Western Canadian Inuktun, Kivallirmiut, Natsilingmiut, Nunavimmiutit, Nunatsiavummiut, Siglitun, Siglit",,"Cans, Latn",iu
Initial,Inupiaq,*,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑḷḶ',Sample 1 | Sample 2,,"Inupiak, Iñupiaq, Inupiatun",,Latn,ik
Initial,Inuvialuktun,*,-,-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ'\u1400-\u166D\u116F-\u167F,Sample 1 (Inuinnaqtun) | Sample 2 (Aivilingmiutut),,"Western Canadian Inuktitut, Western Canadian Inuktun, Western Canadian Inuit",,"Cans, Latn",ikt
Initial,Irish,*,"Foclóir Gaeilge-Béarla [TYPE]
Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [GLE] [E]
Foclóir.ie [TYPE] | Potafocal [TYPE]",Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,.i.|Br.|m.sh.|srl.|Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article | Lingq story,,"Irish Gaelic, Gaelic, Cois Fharraige Irish, Cois Fhairrge Irish, Connacht Irish, Connaught Irish, Cork Irish, Donegal Irish, Galway Irish, Kerry Irish, Mayo Irish, Munster Irish, Ulster Irish, Waterford Irish, West Muskerry Irish",,"Latn, Latg",ga
Initial,Javanese,*,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [JAV] [E]",Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,,,"Latn, Java",jv
Initial,Kalau Lagau Ya,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',Bible,,#N/A,,#N/A,#N/A
Initial,Kannada,*,"Shabdakosh [TYPE]
Wiktionary [TYPE] [ENG] [E]
Wiktionary [TRM] [KAN] [E]
Glosbe [TYPE] [ENG] [P]",Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u0C80-\u0CE3\u0CE6-\u0CEF\u0CF1\u0CF2\u0CF3,Wikipedia article | News article,,,,"Knda, Tutg",kn
Initial,Karelian,*,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,"North Karelian, Northern Karelian, South Karelian, Southern Karelian, Tver Karelian",,Latn,krl
Initial,Kashubian,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',Wikipedia article,,,,Latn,csb
Initial,Kaska,*,"First Voices [TRM] [ENG] [E]
Wiktionary [TRM] [ENG] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑłŁįęąųǫīēāūōîêâûôǐěǎǔǒį́ę́ą́ų́ǫ́į̂ę̂ą̂ų̂ǫ̂į̌ę̌ą̌ų̌ǫ̌į̄́ę̄́ą̄́ų̄́ǭ́ḗṓū́ÿʼ',Sample 1 | Sample 2 | Sample 3,,,,Latn,kkz
Initial,Kazakh (1),,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [KAZ] [E]
Lugat [TRM] [KAZ & ENG] [E]
Glosbe [TRM] [ENG] [P]
Audaru [TRM] [ENG] [E]
Freelang [TRM] [ENG] [E]
Tatoeba [TRM] [ENG] [P]
Verbix [FRM] [E]","Google Translate [P]
Yandex [P]
Bing [E]",TRUE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?؟۔‎,[A-Z].|т.б.|ж.|қ.|с.ғ.с.|Б.|т.|б.|Қ.|Ә.|Ж.|ғ.|Д.|р.а.|с.ғ.с.|Н.Ә.|б.з.б.,\u0600-\u06FF\uFE70-\uFEFC,Menıñ Qazaqstanym (Wikipedia),,,,"Cyrl, Latn, kk-Arab",kk
Initial,Kinyarwanda,*,"Wiktionary [TRM] [ENG] [E]
Iriza Dictionary [TRM] [ENG] [E]
Glosbe [TRM] [ENG] [P]",Google Translate [P],FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,#N/A,,#N/A,#N/A
Initial,Kirundi,*,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,#N/A,,#N/A,#N/A
Initial,Kriol,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',Bible,https://ausil.org.au/Dictionary/Kriol/lexicon/index.htm,Australian Kriol,,Latn,rop
Initial,Kwak'wala,*,"Wiktionary [TRM] [ENG] [E]
First Voices [TRM] [ENG] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳa̱A̱c̓C̓g̱G̱k̓K̓l̓L̓m̓M̓n̓N̓p̓P̓q̓Q̓t̓T̓w̓W̓x̌X̌x̱X̱y̓Y̓łŁəƏƛƛ̓ǧǦʔḵḴḵ̓Ḵ̓ꟛꟚꟜꟜ̓ʼᶻʷ'’,News article,,Kwakʼwala,,Latn,kwk
Initial,Ladin,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,,,Latn,lld
Initial,Ladino,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ'\u0591-\u05BD\u05BF\u05C1\u05C2\u05D0-\u05F4,UDHR (Latin) | Wikipedia article (Latin) | Wikipedia article (Hebrew),,"Judaeo-Spanish, Judæo-Spanish, Judeo-Spanish",,"Hebr, Latn, Cyrl",lad
Initial,Lakota,*,"Wiktionary [TRM] [ENG] [E]
Freelang [TRM] [ENG] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑŋČčǦǧȞȟŠšŽžḳḣ',Sample,,Lakhota,,Latn,lkt
Initial,Ligurian,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,,,Latn,lij
Initial,Limburgish,*,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [LIM] [E]
D'n Dictionair [TRM] [ENG] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',Wikipedia article 1 | Wikipedia article 2,,"Limburgan, Limburgian, Limburgic",,Latn,li
Initial,Lingala,*,Wiktionary [TRM] [ENG] [E],Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR,,Ngala,,Latn,ln
Initial,Lojban,,"Vlasisku [TRM]
Wiktionary [TRM] [ENG] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-Z',Sample,,,,Latn,jbo
Initial,Low German,*,Wiktionary [TRM] ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,"Low Saxon, Modern Low German",,Latn,nds
Initial,Luxembourgish,*,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [LTZ] [E]
LOD [TRM] [] [E]
Glosbe [TRM] [ENG] [P]",Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,,,Latn,lb
Initial,Maithili,*,Wiktionary [TRM] [ENG] [E],Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?।॥,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u0900-\u0963\u0970-\u097F,Wikipedia article,,,,"Deva, Tirh, Kthi, Newa",mai
Initial,Malagasy,*,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [MLG] [E]
Glosbe [TRM] [ENG] [P]",Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,"Antankarana, Antankarana Malagasy, Bara Malagasy, Bara, Betsimisaraka Malagasy, Betsimisaraka, Northern Betsimisaraka Malagasy, Northern Betsimisaraka, Southern Betsimisaraka Malagasy, Southern Betsimisaraka, Bushi, Shibushi, Kibushi, Masikoro Malagasy, Masikoro, Plateau Malagasy, Sakalava, Tandroy Malagasy, Tandroy, Tanosy, Tanosy Malagasy, Tesaka, Tsimihety, Tsimihety Malagasy",,Latn,mg
Initial,Malay,*,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [MSA] [E]",Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,"Malaysian, Standard Malay",,"Latn, ms-Arab",ms
Initial,Maltese,*,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [MLT] [E]",Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,,,Latn,mt
Initial,Mam,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Bible 1 (Huehuetenango) | Bible 2 (Quetzaltenango),,,,Latn,mam
Initial,Manchu,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u1800-\u18AF,Sample,,,,"mnc-Mong, Latn",mnc
Initial,Manx,*,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [GLV] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,"Manx Gaelic, Northern Manx, Southern Manx",,Latn,gv
Initial,Maori,*,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [MRI] [E]
Te Aka Māori [TYPE]",Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',Wikipedia Article,,Māori,,Latn,mi
Initial,Marathi,*,"Shabdkosh [TYPE]
Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [MAR] [E]",Marathi To English Translator,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u0900-\u097F\U00011600-\U0001165F\u200D\u094D\u0930\u0902,Wikipedia article | News article,,,,"Deva, Modi",mr
Initial,Michif,,"Wiktionary [TRM] [ENG] [E]
Michif Dictionary [TRM] [ENG] [E]
Michif Talking Dictionary [TRM] [ENG] [E]
Metis Museum [TRM] [ENG] [E]
Metis Museum (Northern) [TRM] [ENG] [E]
Glosbe [TRM] [ENG] [P]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',Sample 1 | Sample 2,,,,Latn,crg
Initial,Middle English,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',Book sample,,"Medieval English, Mediaeval English",,Latn,enm
Initial,Moksha,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u0400-\u04FF,Wikipedia article,,Mordvin,,Cyrl,mdf
Initial,Mongolian,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [MON] [E]
Bolor [TRM] [ENG] [E]
Glosbe [TRM] [ENG] [P]
Mongoltoli [TRM] [MON] [E]
Toli [TRM] [MON] [P]
Freelang (Latin) [TRM] [ENG] [P]
Tatoeba [TRM] [ENG] [P]","Google [P]
Bing [E]
Yandex [P]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,[A-Z].|г.м.|УБ.|Д.|Б.|Ж.|S.M.|З.Энхболд.|л.|У.|Ц.Ц.|Д.Баттулга.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑА-Яа-яЁёӨөҮү,,"Mongolian-English Dictionary (Paper)
Dictionaries of Mongolian Languages
Dictionary recommendations Altaica.ru
Studymongolian",Khalkha Mongolian,,"Cyrl, Mong, Latn, Brai",mn
